"gene_names","sample1m","sample2m","sample3m","sample4m","sample5m","sample6m","sample7m","sample8m","sample9m","sample10m"
"DNAH5","0","2","0","2","6","1","2","0","1","0"
"DNAH6","0","1","0","18","14","1","0","0","2","2"
"DNAH7","2","3","14","3","3","1","0","0","0","0"
"DNAH8","0","1","0","0","0","0","0","0","0","2"
"DNAJA1","220","286","246","157","215","192","194","189","107","148"
"DNAJA2","29","36","43","48","177","36","55","66","40","33"
"DNAJA3","5","16","14","36","37","19","21","38","43","31"
"DNAJA4","45","115","141","67","15","34","52","53","25","27"
"DNAJB1","810","869","821","129","161","422","421","319","182","165"
"DNAJB11","54","45","15","60","51","139","173","111","67","100"
"DNAJB12","34","43","28","33","33","43","46","53","33","36"
"DNAJB14","59","26","54","55","34","30","28","31","29","29"
"DNAJB2","30","105","83","34","20","23","43","33","31","18"
"DNAJB4","8","18","23","4","0","6","10","20","4","17"
"DNAJB5","21","0","0","0","0","1","0","9","1","0"
"DNAJB6","114","117","114","81","60","104","123","128","82","71"
"DNAJB9","38","22","37","26","18","51","59","51","44","42"
"DNAJC1","201","159","164","149","143","210","149","138","100","103"
"DNAJC10","62","87","102","92","122","104","84","105","98","114"
"DNAJC11","5","6","10","1","1","0","6","1","2","5"
"DNAJC12","61","32","70","16","15","5","16","0","0","2"
"DNAJC13","11","49","70","22","27","13","8","6","12","19"
"DNAJC14","2","8","11","4","0","2","3","2","3","1"
"DNAJC15","260","158","205","180","184","426","498","485","228","218"
"DNAJC16","14","16","17","14","23","6","10","24","38","9"
"DNAJC17","18","19","22","9","20","18","9","18","9","3"
"DNAJC18","1","2","0","1","2","1","1","7","4","1"
"DNAJC19","110","28","25","121","71","137","170","207","79","93"
"DNAJC2","75","48","50","118","73","78","71","59","69","39"
"DNAJC21","36","57","73","44","48","35","36","56","51","94"
"DNAJC22","28","47","55","31","37","22","23","14","42","28"
"DNAJC24","10","11","4","33","10","4","4","20","12","9"
"DNAJC25","12","13","5","10","4","45","17","5","23","12"
"DNAJC27","3","5","11","3","3","3","6","12","5","2"
"DNAJC27-AS1","0","0","0","1","0","0","0","0","0","4"
"DNAJC28","0","0","0","0","3","0","0","0","0","3"
"DNAJC3","100","66","126","200","112","204","198","240","110","193"
"DNAJC3-AS1","11","10","4","19","6","11","18","11","1","4"
"DNAJC30","7","6","4","19","26","24","24","25","24","20"
"DNAJC4","7","15","7","48","45","40","32","53","48","54"
"DNAJC5","23","74","48","39","29","59","52","52","36","35"
"DNAJC5B","0","1","0","0","0","0","0","0","0","0"
"DNAJC6","0","0","0","0","0","0","0","0","2","4"
"DNAJC7","22","20","24","37","25","23","26","26","14","21"
"DNAJC8","124","111","129","123","116","138","113","136","133","143"
"DNAJC9","43","20","18","39","42","82","56","50","56","59"
"DNAJC9-AS1","0","0","0","8","0","0","0","0","0","0"
"DNAL1","27","29","21","18","13","8","10","13","11","39"
"DNAL4","11","15","21","16","34","14","12","3","29","13"
"DNALI1","7","4","14","32","11","15","13","8","29","8"
"DNASE1","4","8","12","3","6","3","8","2","14","9"
"DNASE1L1","1","0","0","8","1","0","2","0","0","0"
"DNASE1L2","0","0","0","5","0","0","0","0","0","0"
"DNASE2","75","23","29","16","9","56","30","21","19","16"
"DNER","0","0","0","0","0","36","62","26","19","7"
"DNHD1","0","14","5","0","0","1","1","0","4","1"
"DNLZ","3","4","5","25","3","13","13","23","28","47"
"DNM1","6","31","27","1","3","3","0","0","0","0"
"DNM1L","35","62","52","24","33","71","52","38","29","43"
"DNM1P41","0","0","4","0","0","0","0","0","4","0"
"DNM2","123","322","287","158","50","64","70","51","74","76"
"DNM3","0","4","0","19","7","3","1","7","2","5"
"DNM3OS","0","0","0","0","0","2","1","2","1","0"
"DNMBP","50","61","26","55","14","22","28","14","33","38"
"DNMBP-AS1","1","0","25","3","0","0","2","0","4","2"
"DNMT1","143","116","95","123","65","87","68","48","153","137"
"DNMT3A","11","19","32","13","10","32","12","23","19","9"
"DNMT3B","3","2","0","4","1","0","0","1","1","0"
"DNPEP","383","481","505","111","18","54","43","48","38","73"
"DNPH1","68","52","44","247","193","499","293","171","210","163"
"DNTTIP1","48","42","63","30","12","37","26","19","35","21"
"DNTTIP2","90","53","69","82","51","43","38","83","74","61"
"DOCK1","6","20","18","41","16","12","21","16","17","19"
"DOCK10","24","0","0","0","0","9","15","20","10","4"
"DOCK11","21","8","11","2","2","4","1","3","5","4"
"DOCK2","0","0","0","0","0","13","12","14","10","1"
"DOCK3","0","1","0","17","0","0","0","0","1","1"
"DOCK4","25","2","5","1","1","9","15","11","0","0"
"DOCK5","15","19","14","19","9","10","8","10","8","5"
"DOCK6","24","74","34","16","23","31","41","24","10","18"
"DOCK7","9","22","31","23","19","21","15","14","15","22"
"DOCK8","20","12","21","10","7","15","23","20","42","9"
"DOCK9","10","21","3","22","11","19","23","21","12","4"
"DOHH","1","4","0","3","2","5","1","4","5","1"
"DOK1","13","11","2","12","7","11","10","0","10","3"
"DOK2","0","0","0","0","0","16","11","1","4","7"
"DOK3","0","0","1","0","0","9","5","5","0","1"
"DOK4","10","21","46","18","16","12","19","11","18","9"
"DOK5","26","0","0","0","0","0","0","0","0","0"
"DOK7","0","0","0","10","6","2","6","1","1","2"
"DOLK","13","8","25","12","32","22","13","14","15","13"
"DOLPP1","15","35","37","13","15","9","13","19","9","24"
"DONSON","4","28","3","4","3","9","6","9","9","15"
"DOPEY1","5","3","0","31","2","4","11","3","7","11"
"DOPEY2","22","74","79","31","46","21","21","11","29","46"
"DOT1L","7","6","35","9","7","8","7","4","10","8"
"DPAGT1","21","29","47","34","23","36","45","53","31","44"
"DPCD","41","27","39","31","18","17","13","17","34","26"
"DPCR1","4599","5560","3812","2234","4107","423","1294","857","3205","3854"
"DPEP1","14","18","18","0","0","0","0","0","0","0"
"DPEP2","0","0","0","0","0","4","6","0","0","0"
"DPEP3","0","0","0","0","0","7","0","0","0","0"
"DPF2","6","11","18","41","10","32","26","34","24","7"
"DPF3","0","2","0","0","0","0","0","0","0","0"
"DPH1","0","0","0","0","1","6","3","1","1","0"
"DPH2","7","4","8","11","16","14","9","3","27","32"
"DPH3","112","36","32","23","24","36","38","31","32","43"
"DPH3P1","4","6","6","1","3","3","4","0","3","12"
"DPH5","2","3","1","11","18","4","9","5","14","11"
"DPH6","17","24","16","15","54","9","13","23","4","16"
"DPH6-AS1","0","0","0","0","0","0","0","0","1","0"
"DPH7","27","14","12","24","13","25","16","8","21","14"
"DPM1","134","70","47","73","69","106","120","146","66","55"
"DPM2","68","79","75","72","37","85","106","96","71","96"
"DPM3","185","136","103","80","60","203","129","113","98","94"
"DPP3","17","24","37","24","34","32","15","12","19","15"
"DPP4","7","8","58","5","4","49","40","50","8","1"
"DPP6","0","0","0","0","0","1","0","0","0","0"
"DPP7","18","31","22","57","56","206","119","96","79","90"
"DPP8","24","35","24","18","13","20","20","16","23","7"
"DPP9","20","59","83","28","24","55","27","35","23","22"
"DPPA3","0","3","0","0","0","0","0","0","0","0"
"DPPA4","0","0","0","0","0","0","0","2","0","0"
"DPPA5","6","0","1","0","0","0","0","0","0","0"
"DPRXP4","0","0","0","2","0","0","0","0","0","0"
"DPT","35","0","0","0","0","4","0","0","22","7"
"DPY19L1","32","23","16","15","18","51","27","26","10","14"
"DPY19L1P1","11","20","10","2","5","3","3","1","1","1"
"DPY19L2","24","1","0","1","0","0","0","0","4","0"
"DPY19L2P2","3","6","11","1","0","2","4","0","1","0"
"DPY19L2P3","3","1","2","1","0","1","2","2","4","3"
"DPY19L3","10","9","13","14","18","10","4","4","10","6"
"DPY19L4","16","33","34","16","18","12","37","6","15","13"
"DPY30","274","108","124","140","132","68","85","110","81","75"
"DPYD","7","13","30","4","9","5","12","10","3","13"
"DPYD-AS2","3","0","0","0","0","0","1","0","0","0"
"DPYSL2","95","40","45","26","14","119","76","66","23","26"
"DPYSL3","18","7","8","31","0","11","5","64","2","1"
"DPYSL4","33","0","0","1","0","0","0","0","1","0"
"DPYSL5","19","0","0","0","0","0","0","0","2","0"
"DQX1","14","33","19","35","19","7","6","4","5","3"
"DR1","39","37","25","29","16","12","20","42","24","25"
"DRAIC","0","0","0","1","28","0","1","0","7","6"
"DRAM1","23","29","16","18","29","19","24","47","34","33"
"DRAM2","86","54","62","161","37","46","38","56","23","42"
"DRAP1","36","43","31","29","34","63","52","35","42","46"
"DRAXIN","0","0","0","0","0","0","1","0","0","0"
"DRG1","23","19","6","39","47","132","36","40","58","67"
"DRG2","5","10","5","29","14","13","16","16","10","13"
"DRICH1","0","0","2","1","0","0","0","0","0","0"
"DROSHA","26","39","40","56","21","13","17","11","17","28"
"DSC2","193","91","117","13","16","93","35","38","13","15"
"DSC3","0","2","2","0","0","0","1","0","0","0"
"DSCAML1","2","2","1","0","0","0","1","0","0","0"
"DSCC1","3","4","1","5","6","9","13","6","10","11"
"DSCR10","2","0","0","0","0","0","0","0","0","0"
"DSCR3","9","27","14","26","12","12","28","18","23","41"
"DSCR4","9","7","7","0","0","0","4","1","0","0"
"DSCR8","80","91","76","0","0","52","64","51","0","6"
"DSE","0","0","0","0","0","12","10","7","0","0"
"DSEL","0","0","0","0","0","1","1","0","6","1"
"DSG1-AS1","0","0","0","0","0","0","1","0","0","0"
"DSG2","223","411","601","133","111","123","150","151","110","176"
"DSG2-AS1","0","1","0","0","0","1","0","0","0","0"
"DSG3","50","81","43","3","2","22","8","3","3","4"
"DSN1","22","14","12","21","14","19","31","12","29","36"
"DSP","237","432","669","339","228","190","164","174","265","216"
"DST","190","347","475","102","96","99","84","146","37","47"
"DSTN","690","641","706","479","426","528","626","1028","240","594"
"DSTNP2","3","13","1","0","0","4","8","24","0","1"
"DSTYK","4","24","19","23","6","25","18","10","28","12"
"DTD1","19","47","48","46","18","38","30","20","18","47"
"DTD2","5","6","3","2","20","7","7","8","21","10"
"DTL","1","3","3","4","4","3","10","2","28","24"
"DTNA","10","1","10","0","0","0","0","11","0","0"
"DTNB","2","6","22","6","8","14","13","5","5","10"
"DTNBP1","20","19","21","19","18","21","18","14","15","18"
"DTWD1","74","34","34","28","140","17","15","22","18","24"
"DTWD2","5","5","15","11","16","3","3","4","5","3"
"DTX1","0","0","0","18","0","5","0","0","1","2"
"DTX2","20","41","72","40","44","24","28","29","14","17"
"DTX2P1-UPK3BP1-PMS2P11","0","0","0","0","0","0","1","3","0","0"
"DTX3","0","0","0","4","5","8","1","5","8","0"
"DTX3L","26","45","65","34","30","15","20","27","29","22"
"DTX4","10","20","61","31","26","16","16","21","12","18"
"DTYMK","39","43","18","20","23","29","36","17","69","70"
"DUOX1","6","11","8","24","17","6","6","8","18","25"
"DUOX2","15","281","103","52","32","7","101","9","2","28"
"DUOXA1","1","17","17","16","8","3","1","0","7","6"
"DUOXA2","0","2","1","0","0","0","0","0","0","0"
"DUS1L","22","29","41","104","230","49","46","49","70","83"
"DUS2","2","2","1","13","4","7","5","4","8","12"
"DUS3L","7","28","8","8","15","19","14","12","13","15"
"DUS4L","1","3","3","11","2","9","13","8","4","11"
"DUSP1","945","640","549","146","307","423","569","630","225","170"
"DUSP10","18","7","4","0","2","7","14","10","0","0"
"DUSP11","45","30","25","24","28","16","23","14","39","12"
"DUSP12","15","12","14","34","23","17","19","12","26","10"
"DUSP14","5","1","3","2","2","16","8","19","1","10"
"DUSP15","0","0","0","0","0","0","0","0","0","1"
"DUSP16","6","10","48","31","28","18","26","28","18","16"
"DUSP18","15","12","21","6","11","6","5","4","1","3"
"DUSP19","3","1","2","5","0","1","0","1","5","3"
"DUSP2","2","14","3","9","8","145","166","158","27","125"
"DUSP22","14","32","15","26","26","29","15","16","28","16"
"DUSP23","103","52","69","56","74","98","148","114","111","86"
"DUSP26","0","0","0","0","0","4","0","0","0","0"
"DUSP28","6","19","3","12","3","11","3","7","10","2"
"DUSP3","43","58","54","100","47","79","81","74","51","109"
"DUSP4","102","67","80","37","44","196","213","126","68","54"
"DUSP5","42","92","64","0","0","39","43","35","3","14"
"DUSP6","41","58","67","33","45","146","120","96","10","28"
"DUSP7","4","5","0","11","6","7","7","16","7","17"
"DUSP8","9","18","30","1","8","14","12","18","4","7"
"DUT","73","63","44","226","145","121","109","93","139","165"
"DUXAP8","2","1","3","0","0","3","4","7","0","0"
"DVL1","17","40","27","23","31","28","19","20","32","34"
"DVL2","40","12","4","5","16","4","5","2","4","15"
"DVL3","14","42","26","18","29","24","47","13","14","18"
"DXO","6","7","3","19","8","14","10","15","10","23"
"DYDC1","0","0","0","0","0","5","0","0","0","0"
"DYDC2","0","1","0","0","0","0","0","0","0","0"
"DYM","7","13","25","5","7","26","15","11","21","23"
"DYNC1H1","125","137","171","179","84","104","88","98","90","91"
"DYNC1I1","1","6","5","0","0","1","5","0","0","0"
"DYNC1I2","165","263","247","210","141","139","133","135","94","140"
"DYNC1LI1","21","17","37","89","25","36","32","33","37","31"
"DYNC1LI2","166","158","132","128","152","146","124","142","248","129"
"DYNC2H1","1","22","22","44","7","3","2","0","2","3"
"DYNC2LI1","34","25","26","29","35","17","11","11","16","9"
"DYNLL1","1406","743","612","592","446","520","549","544","441","501"
"DYNLL2","22","10","0","7","5","3","6","1","4","2"
"DYNLRB1","356","691","295","207","165","206","199","230","132","146"
"DYNLRB2","0","0","1286","0","0","0","1","0","0","1"
"DYNLT1","440","210","238","228","142","190","165","336","168","212"
"DYNLT3","44","45","67","45","37","51","53","63","29","39"
"DYRK1A","30","23","24","24","27","16","15","27","29","30"
"DYRK1B","4","17","11","3","5","7","2","7","12","2"
"DYRK2","92","78","87","36","25","19","26","18","26","24"
"DYRK3","0","4","1","0","0","1","3","21","0","0"
"DYRK4","32","19","28","23","14","15","18","18","36","30"
"DYSF","1","0","0","0","0","7","8","19","0","0"
"DYTN","0","1","0","0","0","0","0","0","0","0"
"DYX1C1","13","0","0","2","1","0","0","0","0","0"
"DZANK1","3","13","11","3","1","3","7","0","1","2"
"DZIP1","0","0","0","0","0","5","2","0","21","0"
"DZIP1L","0","0","0","30","28","13","9","17","20","0"
"DZIP3","7","6","26","15","14","9","3","4","6","2"
"E2F1","1","0","0","3","1","5","4","1","22","13"
"E2F2","12","9","9","3","2","3","1","0","11","6"
"E2F3","36","30","75","14","13","17","35","20","19","15"
"E2F4","31","31","26","50","48","40","50","30","62","71"
"E2F5","0","0","0","0","1","1","0","0","0","0"
"E2F6","5","23","10","11","6","15","16","18","7","11"
"E2F7","1","2","0","1","2","5","4","47","5","7"
"E2F8","1","1","0","48","38","5","2","2","33","18"
"E4F1","12","29","31","19","21","10","10","15","39","8"
"EAF1","44","15","72","45","8","21","22","16","10","18"
"EAF2","20","6","26","2","3","6","4","10","3","1"
"EAPP","95","74","49","96","100","48","55","69","59","96"
"EARS2","3","7","4","6","24","10","17","13","17","18"
"EBAG9","28","33","15","31","65","41","30","43","39","36"
"EBF1","1","0","0","0","22","7","2","30","0","0"
"EBF2","7","0","0","0","0","0","0","0","0","0"
"EBF3","35","0","0","6","2","1","0","3","0","1"
"EBF4","4","16","27","2","1","3","1","8","13","2"
"EBI3","0","0","0","0","0","0","3","0","0","0"
"EBLN2","13","1","10","8","0","2","3","3","10","9"
"EBLN3","67","30","56","90","132","34","48","44","52","80"
"EBNA1BP2","93","58","52","79","66","72","63","65","73","135"
"EBP","70","53","60","59","44","90","96","95","82","97"
"EBPL","34","21","19","69","52","177","163","129","39","69"
"ECD","12","19","28","7","15","16","20","13","13","10"
"ECE1","9","69","76","20","26","55","26","80","54","22"
"ECE2","11","1","3","7","8","50","39","41","13","25"
"ECH1","326","192","149","284","200","298","255","215","241","173"
"ECHDC1","26","38","38","77","75","37","41","34","45","66"
"ECHDC2","54","72","60","69","52","30","35","38","78","40"
"ECHDC3","0","0","0","5","22","15","14","9","21","9"
"ECHS1","71","100","74","112","205","125","146","225","145","122"
"ECI1","24","58","45","54","37","35","43","26","79","67"
"ECI2","21","8","25","81","78","47","31","53","126","68"
"ECM1","4","11","4","0","1","32","6","4","0","0"
"ECM2","0","0","0","0","0","2","1","9","0","0"
"ECSCR","0","0","0","2","0","11","13","20","1","0"
"ECSIT","34","27","17","46","33","25","26","25","43","32"
"ECT2","15","31","17","17","31","66","74","89","17","28"
"ECT2L","0","0","0","7","0","0","0","0","1","8"
"EDA","0","0","0","2","2","0","0","2","4","6"
"EDAR","0","2","0","0","0","2","2","0","0","0"
"EDARADD","0","0","0","10","13","4","0","0","20","15"
"EDC3","31","19","13","12","4","14","11","22","16","9"
"EDC4","11","47","19","15","8","33","41","27","14","22"
"EDEM1","14","19","12","29","14","16","36","30","21","24"
"EDEM2","43","37","44","32","37","24","37","51","25","23"
"EDEM3","114","144","120","129","112","69","88","100","78","120"
"EDF1","697","596","586","568","435","455","569","526","664","580"
"EDIL3","3","0","0","3","0","13","1","78","37","4"
"EDN1","107","23","44","18","18","105","98","72","2","14"
"EDN2","0","6","0","1","0","0","6","0","0","0"
"EDN3","0","0","0","0","0","0","1","1","0","0"
"EDNRA","9","0","0","0","2","21","0","35","1","0"
"EDNRB","3","2","14","0","0","21","1","12","10","0"
"EDNRB-AS1","0","0","0","1","0","0","0","0","0","0"
"EDRF1","22","19","28","26","21","29","18","5","38","33"
"EEA1","62","80","64","59","57","71","38","51","76","89"
"EED","26","26","26","15","18","16","26","22","26","23"
"EEF1A1","2787","2176","2350","7373","6211","4094","3869","4164","6041","6140"
"EEF1A2","0","0","0","0","0","0","0","0","0","2"
"EEF1B2","277","207","210","586","466","568","578","562","691","770"
"EEF1D","409","650","379","586","421","526","404","433","748","441"
"EEF1E1","87","32","34","43","35","44","47","48","73","58"
"EEF1G","394","520","325","741","864","1069","988","926","1410","1208"
